"POID","ContractorID","ProjectID","SupplierID","OrderDate","Status","TotalAmount"
790,1,,"02293392","2022-07-15 00:00:00",Completed,7820.00
791,1,,"02293392","2018-06-14 00:00:00",Completed,62120.00
792,1,,"02293392","2022-04-22 00:00:00",Completed,749740.00
793,1,,"02293392","2025-02-20 00:00:00",Completed,129360.00
794,1,,"02293392","2020-08-29 00:00:00",Completed,38900.00
795,1,,"02293392","2022-07-21 00:00:00",Completed,55200.00
796,1,,"02293392","2018-08-27 00:00:00",Completed,1500.00
797,1,,"02293392","2022-11-11 00:00:00",Completed,526680.00
798,1,,"02293392","2021-08-31 00:00:00",Completed,484800.00
799,1,,"02293392","2024-03-21 00:00:00",Completed,1175740.00
800,1,,"02293392","2021-01-09 00:00:00",Completed,41550.00
801,1,,"02293392","2018-01-05 00:00:00",Completed,1005750.00
802,1,,"02293392","2021-03-21 00:00:00",Completed,7840.00
803,1,,"02293392","2022-04-25 00:00:00",Completed,439880.00
804,1,,"02293392","2024-05-12 00:00:00",Completed,77240.00
805,1,,"02293392","2024-02-27 00:00:00",Completed,88000.00
806,1,,"02293392","2020-07-12 00:00:00",Completed,82500.00
807,1,,"02293392","2023-11-08 00:00:00",Completed,120900.00
808,1,,"02293392","2023-08-04 00:00:00",Completed,53000.00
809,1,,"02293392","2018-03-27 00:00:00",Completed,1627500.00
810,1,,"02657876","2021-12-09 00:00:00",Completed,133500.00
811,1,,"02657876","2019-06-28 00:00:00",Completed,518100.00
812,1,,"02657876","2024-12-10 00:00:00",Completed,16400.00
813,1,,"02657876","2021-05-19 00:00:00",Completed,740000.00
814,1,,"02657876","2023-11-08 00:00:00",Completed,34800.00
815,1,,"02657876","2021-02-25 00:00:00",Completed,1124700.00
816,1,,"02657876","2018-03-07 00:00:00",Completed,80400.00
817,1,,"02657876","2021-12-26 00:00:00",Completed,692300.00
818,1,,"02657876","2021-03-03 00:00:00",Completed,51320.00
819,1,,"02657876","2024-12-05 00:00:00",Completed,41200.00
820,1,,"02657876","2019-08-25 00:00:00",Completed,3500.00
821,1,,"02657876","2021-11-07 00:00:00",Completed,107140.00
822,1,,"02657876","2019-11-20 00:00:00",Completed,65660.00
823,1,,"02657876","2019-10-26 00:00:00",Completed,86400.00
824,1,,"02657876","2024-07-15 00:00:00",Completed,300.00
825,1,,"02657876","2018-12-12 00:00:00",Completed,756000.00
826,1,,"02657876","2022-12-03 00:00:00",Completed,1666560.00
827,1,,"02657876","2020-04-02 00:00:00",Completed,74800.00
828,1,,"02657876","2023-02-23 00:00:00",Completed,11600.00
829,1,,"02657876","2019-12-13 00:00:00",Completed,59900.00
830,1,,"02657876","2018-01-24 00:00:00",Completed,194040.00
831,1,,"02657876","2020-05-09 00:00:00",Completed,16900.00
832,1,,"02657876","2021-03-11 00:00:00",Completed,99630.00
833,1,,"02657876","2025-01-08 00:00:00",Completed,560300.00
834,1,,"02657876","2018-03-18 00:00:00",Completed,132700.00
835,1,,"02657876","2022-09-10 00:00:00",Completed,132700.00
836,1,,"02657876","2023-10-22 00:00:00",Completed,142560.00
837,1,,"02657876","2025-04-03 00:00:00",Completed,306600.00
838,1,,"02657876","2022-02-13 00:00:00",Completed,600.00
839,1,,"02657876","2021-12-03 00:00:00",Completed,885600.00
840,1,,"02657876","2022-06-17 00:00:00",Completed,49800.00
841,1,,"02657876","2020-01-02 00:00:00",Completed,29610.00
842,1,,"02657876","2018-09-02 00:00:00",Completed,2047320.00
843,1,,"02657876","2022-07-08 00:00:00",Completed,802100.00
844,1,,"02657876","2022-08-09 00:00:00",Completed,15640.00
845,1,,"02657876","2021-02-23 00:00:00",Completed,923400.00
846,1,,"02657876","2025-05-25 00:00:00",Completed,775710.00
847,1,,"02657876","2024-04-17 00:00:00",Completed,105440.00
848,1,,"02657876","2024-08-27 00:00:00",Completed,226100.00
849,1,,"02657876","2025-03-22 00:00:00",Completed,91430.00
850,1,,"02657876","2021-12-17 00:00:00",Completed,1339200.00
851,1,,"02657876","2019-12-30 00:00:00",Completed,177450.00
852,1,,"02657876","2021-01-14 00:00:00",Completed,635700.00
853,1,,"02657876","2021-02-21 00:00:00",Completed,800100.00
854,1,,"02657876","2022-05-05 00:00:00",Completed,247410.00
855,1,,"02657876","2018-02-17 00:00:00",Completed,504900.00
856,1,,"02657876","2020-12-22 00:00:00",Completed,3329860.00
857,1,,"02657876","2024-03-21 00:00:00",Completed,76000.00
858,1,,"02657876","2024-09-11 00:00:00",Completed,17480.00
859,1,,"02657876","2022-06-18 00:00:00",Completed,154230.00
860,1,,"02657876","2019-08-23 00:00:00",Completed,20480.00
861,1,,"02657876","2018-07-20 00:00:00",Completed,5980.00
862,1,,"02657876","2023-04-08 00:00:00",Completed,117900.00
863,1,,"02657876","2019-08-22 00:00:00",Completed,5980.00
864,1,,"02657876","2024-10-12 00:00:00",Completed,114800.00
865,1,,"02657876","2021-03-16 00:00:00",Completed,735930.00
866,1,,"02657876","2023-05-19 00:00:00",Completed,67710.00
867,1,,"02657876","2018-12-30 00:00:00",Completed,54290.00
868,1,,"02657876","2021-06-05 00:00:00",Completed,4759020.00
869,1,,"02657876","2025-02-05 00:00:00",Completed,823500.00
870,1,,"02657876","2023-11-19 00:00:00",Completed,36400.00
871,1,,"02657876","2022-12-14 00:00:00",Completed,36400.00
872,1,,"02657876","2025-07-03 00:00:00",Completed,361120.00
873,1,,"02657876","2023-04-10 00:00:00",Completed,1971200.00
874,1,,"02657876","2020-04-15 00:00:00",Completed,146940.00
875,1,,"02657876","2022-11-16 00:00:00",Completed,48500.00
876,1,,"02657876","2024-05-15 00:00:00",Completed,43760.00
877,1,,"02657876","2021-06-18 00:00:00",Completed,57020.00
878,1,,"02657876","2022-02-27 00:00:00",Completed,820910.00
879,1,,"02657876","2021-11-11 00:00:00",Completed,134260.00
880,1,,"02657876","2020-04-12 00:00:00",Completed,663600.00
881,1,,"02657876","2018-02-10 00:00:00",Completed,1049040.00
882,1,,"02657876","2022-09-16 00:00:00",Completed,29700.00
883,1,,"02657876","2024-12-26 00:00:00",Completed,283340.00
884,1,,"02657876","2019-07-07 00:00:00",Completed,43000.00
885,1,,"02657876","2025-01-20 00:00:00",Completed,404320.00
886,1,,"02657876","2023-06-09 00:00:00",Completed,89300.00
887,1,,"02657876","2019-08-23 00:00:00",Completed,30490.00
888,1,,"02657876","2024-09-04 00:00:00",Completed,3510.00
889,1,,"02657876","2025-06-09 00:00:00",Completed,3500.00
890,1,,"02657876","2022-05-03 00:00:00",Completed,904330.00
891,1,,"02657876","2020-09-05 00:00:00",Completed,152780.00
892,1,,"02657876","2022-11-19 00:00:00",Completed,19480.00
893,1,,"02657876","2022-04-25 00:00:00",Completed,6933370.00
894,1,,"02657876","2022-09-25 00:00:00",Completed,223200.00
895,1,,"02657876","2025-04-19 00:00:00",Completed,123190.00
896,1,,"02657876","2018-01-02 00:00:00",Completed,200.00
897,1,,"02657876","2023-09-28 00:00:00",Completed,1176000.00
898,1,,"02657876","2018-02-26 00:00:00",Completed,35360.00
899,1,,"02657876","2018-08-30 00:00:00",Completed,29070.00
900,1,,"02657876","2023-09-15 00:00:00",Completed,48020.00
901,1,,"02657876","2025-01-23 00:00:00",Completed,166610.00
902,1,,"02657876","2019-02-23 00:00:00",Completed,892210.00
903,1,,"02657876","2023-07-22 00:00:00",Completed,5194530.00
904,1,,"02657876","2018-05-09 00:00:00",Completed,38500.00
905,1,,"02657876","2022-02-06 00:00:00",Completed,165130.00
906,1,,"02657876","2018-03-01 00:00:00",Completed,643470.00
907,1,,"02657876","2021-10-13 00:00:00",Completed,69300.00
908,1,,"02657876","2024-06-12 00:00:00",Completed,12000.00
909,1,,"02657876","2021-06-28 00:00:00",Completed,25580.00
910,1,,"02657876","2018-02-15 00:00:00",Completed,534260.00
911,1,,"02657876","2021-10-24 00:00:00",Completed,73000.00
912,1,,"02657876","2021-10-08 00:00:00",Completed,165600.00
913,1,,"02657876","2024-01-12 00:00:00",Completed,633360.00
914,1,,"02657876","2019-04-23 00:00:00",Completed,9780.00
915,1,,"02657876","2018-03-07 00:00:00",Completed,842310.00
916,1,,"02747360","2021-06-26 00:00:00",Completed,51200.00
917,1,,"02747360","2018-06-26 00:00:00",Completed,1510570.00
918,1,,"02747360","2019-06-09 00:00:00",Completed,27030.00
919,1,,"02747360","2023-04-17 00:00:00",Completed,170400.00
920,1,,"02747360","2021-09-13 00:00:00",Completed,8150.00
921,1,,"02747360","2019-09-16 00:00:00",Completed,31000.00
922,1,,"02747360","2025-05-15 00:00:00",Completed,100320.00
923,1,,"02747360","2018-09-23 00:00:00",Completed,21300.00
924,1,,"02747360","2020-03-03 00:00:00",Completed,5860.00
925,1,,"02747360","2020-02-23 00:00:00",Completed,571200.00
926,1,,"02747360","2024-05-27 00:00:00",Completed,375760.00
927,1,,"02747360","2019-08-06 00:00:00",Completed,69890.00
928,1,,"02747360","2022-11-10 00:00:00",Completed,443020.00
929,1,,"02747360","2018-12-20 00:00:00",Completed,21800.00
930,1,,"02747360","2021-06-09 00:00:00",Completed,3142500.00
931,1,,"02747360","2023-01-19 00:00:00",Completed,122730.00
932,1,,"02747360","2019-02-28 00:00:00",Completed,36570.00
933,1,,"02747360","2019-12-14 00:00:00",Completed,10560.00
934,1,,"02747360","2025-05-10 00:00:00",Completed,98000.00
935,1,,"02747360","2024-12-29 00:00:00",Completed,24800.00
936,1,,"02747360","2020-08-24 00:00:00",Completed,21340.00
937,1,,"02747360","2023-11-11 00:00:00",Completed,527310.00
938,1,,"02747360","2022-07-20 00:00:00",Completed,492760.00
939,1,,"02747360","2019-12-07 00:00:00",Completed,172800.00
940,1,,"02747360","2023-05-11 00:00:00",Completed,45500.00
941,1,,"02747360","2022-12-04 00:00:00",Completed,14010.00
942,1,,"02747360","2022-08-01 00:00:00",Completed,43000.00
943,1,,"02747360","2023-12-10 00:00:00",Completed,4305400.00
944,1,,"02747360","2025-06-18 00:00:00",Completed,211500.00
945,1,,"02747360","2024-02-15 00:00:00",Completed,8453400.00
946,1,,"02747360","2020-10-05 00:00:00",Completed,6350400.00
947,1,,"02747360","2022-09-13 00:00:00",Completed,42120.00
948,1,,"02747360","2021-07-06 00:00:00",Completed,64150.00
949,1,,"02747360","2018-02-13 00:00:00",Completed,171990.00
950,1,,"02747360","2020-08-09 00:00:00",Completed,404350.00
951,1,,"02747360","2025-04-21 00:00:00",Completed,1400.00
952,1,,"02747360","2023-01-22 00:00:00",Completed,435000.00
953,1,,"02747360","2020-09-22 00:00:00",Completed,838950.00
954,1,,"02747360","2021-01-23 00:00:00",Completed,377860.00
955,1,,"02747360","2022-12-09 00:00:00",Completed,326930.00
956,1,,"02747360","2019-06-30 00:00:00",Completed,121100.00
957,1,,"02747360","2019-04-13 00:00:00",Completed,6316200.00
958,1,,"02747360","2022-07-12 00:00:00",Completed,18610.00
959,1,,"02747360","2020-03-29 00:00:00",Completed,177740.00
960,1,,"02747360","2019-01-25 00:00:00",Completed,7200.00
961,1,,"02747360","2024-10-30 00:00:00",Completed,47120.00
962,1,,"02747360","2024-09-03 00:00:00",Completed,89700.00
963,1,,"02747360","2021-11-05 00:00:00",Completed,69200.00
964,1,,"02747360","2023-01-01 00:00:00",Completed,967500.00
965,1,,"02747360","2019-09-15 00:00:00",Completed,5500.00
966,1,,"02747360","2024-04-11 00:00:00",Completed,1175000.00
967,1,,"02747360","2024-04-21 00:00:00",Completed,115150.00
968,1,,"02747360","2020-05-28 00:00:00",Completed,841700.00
969,1,,"02747360","2020-06-29 00:00:00",Completed,68600.00
970,1,,"02747360","2019-06-04 00:00:00",Completed,1174090.00
971,1,,"02747360","2019-03-07 00:00:00",Completed,95800.00
972,1,,"02747360","2018-11-14 00:00:00",Completed,51300.00
973,1,,"02747360","2021-08-22 00:00:00",Completed,107330.00
974,1,,"02747360","2022-06-23 00:00:00",Completed,2600.00
975,1,,"02747360","2023-02-19 00:00:00",Completed,3200.00
976,1,,"02747360","2023-11-27 00:00:00",Completed,78210.00
977,1,,"02747360","2021-06-14 00:00:00",Completed,909000.00
978,1,,"02747360","2018-04-02 00:00:00",Completed,200.00
979,1,,"02747360","2018-10-04 00:00:00",Completed,374400.00
980,1,,"02747360","2021-04-03 00:00:00",Completed,187200.00
981,1,,"02747360","2021-10-18 00:00:00",Completed,22130.00
982,1,,"02747360","2019-09-23 00:00:00",Completed,38780.00
983,1,,"02747360","2020-09-03 00:00:00",Completed,1187400.00
984,1,,"02747360","2025-02-25 00:00:00",Completed,3700.00
985,1,,"02747360","2025-05-31 00:00:00",Completed,28950.00
986,1,,"02747360","2019-09-25 00:00:00",Completed,11100.00
987,1,,"02747360","2023-09-05 00:00:00",Completed,1600.00
988,1,,"02747360","2020-06-06 00:00:00",Completed,25100.00
989,1,,"02747360","2024-01-26 00:00:00",Completed,221870.00
990,1,,"02747360","2019-11-17 00:00:00",Completed,169400.00
991,1,,"02747360","2018-05-26 00:00:00",Completed,12180.00
992,1,,"02747360","2022-11-22 00:00:00",Completed,47620.00
993,1,,"02747360","2023-04-16 00:00:00",Completed,624590.00
994,1,,"02747360","2019-11-29 00:00:00",Completed,340960.00
995,1,,"02747360","2019-10-13 00:00:00",Completed,963790.00
996,1,,"02747360","2019-06-16 00:00:00",Completed,419560.00
997,1,,"02747360","2019-05-11 00:00:00",Completed,7830.00
998,1,,"02747360","2023-12-10 00:00:00",Completed,29100.00
999,1,,"02747360","2025-03-29 00:00:00",Completed,40090.00
1000,1,,"02839947","2019-04-02 00:00:00",Completed,27300.00
1001,1,,"02839947","2022-08-30 00:00:00",Completed,213300.00
1002,1,,"02839947","2018-10-13 00:00:00",Completed,4375800.00
1003,1,,"02839947","2019-09-23 00:00:00",Completed,21000.00
1004,1,,"02839947","2021-03-29 00:00:00",Completed,44800.00
1005,1,,"02839947","2020-10-29 00:00:00",Completed,1380400.00
1006,1,,"02839947","2018-08-24 00:00:00",Completed,91080.00
1007,1,,"02839947","2021-01-22 00:00:00",Completed,10462320.00
1008,1,,"02839947","2020-10-27 00:00:00",Completed,42870.00
1009,1,,"02839947","2024-07-20 00:00:00",Completed,2500.00
1010,1,,"02839947","2020-10-10 00:00:00",Completed,110290.00
1011,1,,"02839947","2025-04-26 00:00:00",Completed,52820.00
1012,1,,"02839947","2019-01-01 00:00:00",Completed,990000.00
1013,1,,"02839947","2019-06-05 00:00:00",Completed,989000.00
1014,1,,"02839947","2023-11-21 00:00:00",Completed,33700.00
1015,1,,"02839947","2024-04-23 00:00:00",Completed,884400.00
1016,1,,"02839947","2019-06-14 00:00:00",Completed,826200.00
1017,1,,"02839947","2021-12-05 00:00:00",Completed,34200.00
1018,1,,"02839947","2024-01-20 00:00:00",Completed,127760.00
1019,1,,"02839947","2020-08-14 00:00:00",Completed,1110700.00
1020,1,,"02839947","2023-05-02 00:00:00",Completed,22080.00
1021,1,,"02839947","2024-04-18 00:00:00",Completed,616050.00
1022,1,,"02839947","2024-07-28 00:00:00",Completed,578000.00
1023,1,,"02839947","2021-09-21 00:00:00",Completed,13030.00
1024,1,,"02839947","2024-09-06 00:00:00",Completed,23700.00
1025,1,,"02839947","2020-09-02 00:00:00",Completed,18240.00
1026,1,,"02839947","2022-11-11 00:00:00",Completed,102400.00
1027,1,,"02839947","2021-10-30 00:00:00",Completed,81200.00
1028,1,,"02839947","2018-11-15 00:00:00",Completed,198000.00
1029,1,,"02839947","2021-09-19 00:00:00",Completed,19500.00
1030,1,,"02839947","2024-06-15 00:00:00",Completed,341600.00
1031,1,,"02839947","2019-02-11 00:00:00",Completed,73800.00
1032,1,,"02839947","2019-09-16 00:00:00",Completed,377400.00
1033,1,,"02839947","2023-01-16 00:00:00",Completed,1573560.00
1034,1,,"02839947","2024-08-11 00:00:00",Completed,2068910.00
1035,1,,"02839947","2020-12-05 00:00:00",Completed,652860.00
1036,1,,"02839947","2018-12-12 00:00:00",Completed,131410.00
1037,1,,"02839947","2021-07-05 00:00:00",Completed,5648940.00
1038,1,,"02839947","2021-11-27 00:00:00",Completed,284720.00
1039,1,,"02839947","2021-12-22 00:00:00",Completed,43880.00
1040,1,,"02839947","2019-09-05 00:00:00",Completed,325440.00
1041,1,,"02839947","2023-10-19 00:00:00",Completed,800000.00
1042,1,,"02839947","2025-03-16 00:00:00",Completed,4984450.00
1043,1,,"02839947","2022-07-19 00:00:00",Completed,682250.00
1044,1,,"02839947","2023-08-23 00:00:00",Completed,534600.00
1045,1,,"02839947","2024-02-05 00:00:00",Completed,8000.00
1046,1,,"02839947","2020-07-08 00:00:00",Completed,177510.00
1047,1,,"02839947","2021-12-13 00:00:00",Completed,79740.00
1048,1,,"02839947","2022-02-24 00:00:00",Completed,718270.00
1049,1,,"02839947","2022-05-03 00:00:00",Completed,666400.00
1050,1,,"02839947","2025-02-10 00:00:00",Completed,74800.00
1051,1,,"02839947","2023-03-25 00:00:00",Completed,337460.00
1052,1,,"02839947","2021-01-17 00:00:00",Completed,2200.00
1053,1,,"02839947","2024-10-21 00:00:00",Completed,45140.00
1054,1,,"02839947","2025-02-26 00:00:00",Completed,45600.00
1055,1,,"02839947","2023-01-02 00:00:00",Completed,430920.00
1056,1,,"02839947","2025-03-24 00:00:00",Completed,22700.00
1057,1,,"02839947","2022-02-15 00:00:00",Completed,49440.00
1058,1,,"02839947","2021-01-02 00:00:00",Completed,652860.00
1059,1,,"02839947","2020-08-05 00:00:00",Completed,27840.00
1060,1,,"02839947","2025-01-19 00:00:00",Completed,696070.00
1061,1,,"02839947","2022-11-24 00:00:00",Completed,23860.00
1062,1,,"02839947","2022-03-18 00:00:00",Completed,68120.00
1063,1,,"02839947","2018-03-05 00:00:00",Completed,34270.00
1064,1,,"02839947","2021-08-09 00:00:00",Completed,524800.00
1065,1,,"02839947","2021-01-03 00:00:00",Completed,513600.00
1066,1,,"02839947","2018-10-11 00:00:00",Completed,1124260.00
1067,1,,"02839947","2023-01-01 00:00:00",Completed,4950.00
1068,1,,"02839947","2025-04-06 00:00:00",Completed,235680.00
1069,1,,"02839947","2024-10-06 00:00:00",Completed,598080.00
1070,1,,"02839947","2025-03-27 00:00:00",Completed,10700.00
1071,1,,"02839947","2023-05-21 00:00:00",Completed,42700.00
1072,1,,"02839947","2025-07-06 00:00:00",Completed,3400.00
1073,1,,"02839947","2021-01-11 00:00:00",Completed,4508500.00
1074,1,,"02839947","2019-06-30 00:00:00",Completed,1054200.00
1075,1,,"02839947","2025-03-04 00:00:00",Completed,156020.00
1076,1,,"02839947","2021-10-22 00:00:00",Completed,1957850.00
1077,1,,"02839947","2018-08-22 00:00:00",Completed,100.00
1078,1,,"02839947","2021-06-16 00:00:00",Completed,169400.00
1079,1,,"02839947","2020-06-25 00:00:00",Completed,1100.00
1080,1,,"02839947","2018-03-23 00:00:00",Completed,78000.00
1081,1,,"02839947","2024-03-05 00:00:00",Completed,22080.00
1082,1,,"02839947","2018-09-01 00:00:00",Completed,1974000.00
1083,1,,"02839947","2022-10-21 00:00:00",Completed,205200.00
1084,1,,"02839947","2021-02-16 00:00:00",Completed,650000.00
1085,1,,"02839947","2018-11-23 00:00:00",Completed,65100.00
1086,1,,"02843792","2019-11-20 00:00:00",Completed,1110900.00
1087,1,,"02843792","2024-02-06 00:00:00",Completed,148500.00
1088,1,,"02843792","2018-08-22 00:00:00",Completed,103800.00
1089,1,,"02843792","2021-04-24 00:00:00",Completed,25200.00
1090,1,,"02843792","2022-10-15 00:00:00",Completed,120740.00
1091,1,,"02843792","2018-06-06 00:00:00",Completed,1129080.00
1092,1,,"02843792","2021-09-30 00:00:00",Completed,30070.00
1093,1,,"02843792","2024-04-30 00:00:00",Completed,22820.00
1094,1,,"02843792","2021-10-04 00:00:00",Completed,274680.00
1095,1,,"02843792","2018-06-29 00:00:00",Completed,90400.00
1096,1,,"02843792","2019-06-24 00:00:00",Completed,83690.00
1097,1,,"02843792","2023-05-10 00:00:00",Completed,4030.00
1098,1,,"02843792","2024-05-20 00:00:00",Completed,64980.00
1099,1,,"02843792","2024-09-05 00:00:00",Completed,92870.00
1100,1,,"02843792","2022-12-01 00:00:00",Completed,5122000.00
1101,1,,"02843792","2024-07-14 00:00:00",Completed,368000.00
1102,1,,"02843792","2018-07-23 00:00:00",Completed,520800.00
1103,1,,"02843792","2022-04-18 00:00:00",Completed,2500.00
1104,1,,"02843792","2019-12-02 00:00:00",Completed,229320.00
1105,1,,"02843792","2020-05-13 00:00:00",Completed,227400.00
1106,1,,"02843792","2023-04-21 00:00:00",Completed,278200.00
1107,1,,"02843792","2025-01-21 00:00:00",Completed,121800.00
1108,1,,"02843792","2022-11-01 00:00:00",Completed,50230.00
1109,1,,"02843792","2021-03-06 00:00:00",Completed,1136200.00
1110,1,,"02843792","2018-01-15 00:00:00",Completed,675070.00
1111,1,,"02843792","2019-03-24 00:00:00",Completed,7720.00
1112,1,,"02843792","2020-02-08 00:00:00",Completed,21000.00
1113,1,,"02843792","2021-10-20 00:00:00",Completed,927500.00
1114,1,,"02843792","2021-03-24 00:00:00",Completed,3369600.00
1115,1,,"02843792","2021-11-22 00:00:00",Completed,127170.00
1116,1,,"02843792","2022-11-29 00:00:00",Completed,35560.00
1117,1,,"02843792","2022-05-18 00:00:00",Completed,71870.00
1118,1,,"02843792","2024-09-08 00:00:00",Completed,160640.00
1119,1,,"02843792","2020-01-06 00:00:00",Completed,311220.00
1120,1,,"02843792","2021-07-13 00:00:00",Completed,348300.00
1121,1,,"02843792","2022-07-10 00:00:00",Completed,400.00
1122,1,,"02843792","2025-06-16 00:00:00",Completed,181880.00
1123,1,,"02843792","2022-04-12 00:00:00",Completed,46450.00
1124,1,,"02843792","2024-12-14 00:00:00",Completed,267900.00
1125,1,,"02843792","2024-09-10 00:00:00",Completed,90400.00
1126,1,,"02843792","2018-09-05 00:00:00",Completed,38430.00
1127,1,,"02843792","2022-05-27 00:00:00",Completed,403200.00
1128,1,,"02843792","2020-09-29 00:00:00",Completed,743820.00
1129,1,,"02843792","2018-11-16 00:00:00",Completed,516150.00
1130,1,,"02843792","2021-06-06 00:00:00",Completed,18510.00
1131,1,,"02843792","2024-04-02 00:00:00",Completed,6600.00
1132,1,,"02843792","2021-12-05 00:00:00",Completed,366660.00
1133,1,,"02843792","2021-08-15 00:00:00",Completed,8900.00
1134,1,,"02843792","2022-02-09 00:00:00",Completed,588000.00
1135,1,,"02843792","2018-02-11 00:00:00",Completed,7464600.00
1136,1,,"02843792","2021-05-18 00:00:00",Completed,406080.00
1137,1,,"02843792","2021-06-07 00:00:00",Completed,864000.00
1138,1,,"02843792","2018-09-22 00:00:00",Completed,37600.00
1139,1,,"02843792","2021-10-08 00:00:00",Completed,27000.00
1140,1,,"02843792","2018-02-28 00:00:00",Completed,890400.00
1141,1,,"02843792","2018-11-03 00:00:00",Completed,655200.00
1142,1,,"02843792","2023-09-27 00:00:00",Completed,86000.00
1143,1,,"02843792","2019-01-11 00:00:00",Completed,1284400.00
1144,1,,"02843792","2020-01-11 00:00:00",Completed,50400.00
1145,1,,"02843792","2020-12-08 00:00:00",Completed,466570.00
1146,1,,"02843792","2023-08-18 00:00:00",Completed,98000.00
1147,1,,"02843792","2019-01-24 00:00:00",Completed,34750.00
1148,1,,"02843792","2020-09-22 00:00:00",Completed,878400.00
1149,1,,"02843792","2025-02-18 00:00:00",Completed,3181600.00
1150,1,,"02843792","2019-06-05 00:00:00",Completed,240980.00
1151,1,,"02843792","2022-08-07 00:00:00",Completed,38390.00
1152,1,,"02843792","2018-04-08 00:00:00",Completed,92800.00
1153,1,,"02843792","2021-05-08 00:00:00",Completed,498960.00
1154,1,,"02843792","2025-06-06 00:00:00",Completed,798000.00
1155,1,,"02843792","2020-03-15 00:00:00",Completed,3720140.00
1156,1,,"02843792","2018-05-04 00:00:00",Completed,62100.00
1157,1,,"02843792","2022-03-14 00:00:00",Completed,100.00
1158,1,,"02843792","2020-01-04 00:00:00",Completed,213600.00
1159,1,,"02843792","2021-03-13 00:00:00",Completed,34160.00
1160,1,,"02843792","2023-07-18 00:00:00",Completed,700.00
1161,1,,"02843792","2020-09-04 00:00:00",Completed,18470.00
1162,1,,"02843792","2025-03-14 00:00:00",Completed,18890.00
1163,1,,"02843792","2018-10-14 00:00:00",Completed,85550.00
1164,1,,"02843792","2020-01-25 00:00:00",Completed,400.00
1165,1,,"02843792","2018-04-10 00:00:00",Completed,504160.00
1166,1,,"02843792","2022-09-16 00:00:00",Completed,414000.00
1167,1,,"02843792","2019-08-18 00:00:00",Completed,9030.00
1168,1,,"02843792","2025-06-16 00:00:00",Completed,18620.00
1169,1,,"02843792","2020-03-13 00:00:00",Completed,284800.00
1170,1,,"02843792","2022-10-21 00:00:00",Completed,85140.00
1171,1,,"03028108","2023-03-19 00:00:00",Completed,61100.00
1172,1,,"03028108","2024-04-18 00:00:00",Completed,334600.00
1173,1,,"03028108","2019-10-04 00:00:00",Completed,36630.00
1174,1,,"03028108","2021-01-31 00:00:00",Completed,190670.00
1175,1,,"03028108","2021-01-18 00:00:00",Completed,12200.00
1176,1,,"03028108","2022-01-24 00:00:00",Completed,2302500.00
1177,1,,"03028108","2019-05-27 00:00:00",Completed,253890.00
1178,1,,"03028108","2018-05-25 00:00:00",Completed,64090.00
1179,1,,"03028108","2021-04-19 00:00:00",Completed,9273360.00
1180,1,,"03028108","2022-03-15 00:00:00",Completed,26050.00
1181,1,,"03028108","2025-04-06 00:00:00",Completed,1100.00
1182,1,,"03028108","2020-08-25 00:00:00",Completed,85800.00
1183,1,,"03028108","2018-06-22 00:00:00",Completed,1436400.00
1184,1,,"03028108","2020-08-30 00:00:00",Completed,31620.00
1185,1,,"03028108","2018-07-15 00:00:00",Completed,176150.00
1186,1,,"03028108","2020-09-23 00:00:00",Completed,319380.00
1187,1,,"03028108","2025-03-27 00:00:00",Completed,1037400.00
1188,1,,"03028108","2020-12-29 00:00:00",Completed,5334840.00
1189,1,,"03028108","2019-10-07 00:00:00",Completed,11300.00
1190,1,,"03028108","2024-07-16 00:00:00",Completed,100.00
1191,1,,"03028108","2019-04-15 00:00:00",Completed,278880.00
1192,1,,"03028108","2019-04-30 00:00:00",Completed,1032530.00
1193,1,,"03028108","2022-07-27 00:00:00",Completed,33200.00
1194,1,,"03028108","2020-02-28 00:00:00",Completed,200.00
1195,1,,"03028108","2019-11-30 00:00:00",Completed,280480.00
1196,1,,"03028108","2021-07-02 00:00:00",Completed,277050.00
1197,1,,"03028108","2024-07-14 00:00:00",Completed,27730.00
1198,1,,"03028108","2021-07-01 00:00:00",Completed,8260.00
1199,1,,"03028108","2021-11-03 00:00:00",Completed,437470.00
1200,1,,"03028108","2020-08-19 00:00:00",Completed,88000.00
1201,1,,"03028108","2020-02-10 00:00:00",Completed,1546780.00
1202,1,,"03028108","2019-05-18 00:00:00",Completed,423520.00
1203,1,,"03028108","2019-04-22 00:00:00",Completed,76000.00
1204,1,,"03028108","2021-11-11 00:00:00",Completed,100.00
1205,1,,"03028108","2024-04-05 00:00:00",Completed,50800.00
1206,1,,"03028108","2024-05-11 00:00:00",Completed,87320.00
1207,1,,"03028108","2023-04-22 00:00:00",Completed,1024800.00
1208,1,,"03028108","2021-11-13 00:00:00",Completed,26210.00
1209,1,,"03028108","2023-03-25 00:00:00",Completed,329080.00
1210,1,,"03028108","2021-02-23 00:00:00",Completed,275900.00
1211,1,,"03028108","2020-07-27 00:00:00",Completed,39420.00
1212,1,,"03028108","2018-08-17 00:00:00",Completed,109200.00
1213,1,,"03028108","2024-05-26 00:00:00",Completed,48020.00
1214,1,,"03028108","2024-08-30 00:00:00",Completed,705560.00
1215,1,,"03028108","2023-02-01 00:00:00",Completed,202800.00
1216,1,,"03028108","2020-06-03 00:00:00",Completed,42900.00
1217,1,,"03028108","2021-11-19 00:00:00",Completed,35640.00
