"ItemID","POID","MaterialID","Quantity","UnitPrice"
861,4291,"61510041",177,100.00
862,404,"52401521",464,10000.00
863,3277,"16753883",421,2200.00
864,4904,"78461803",279,200.00
865,2120,"37135391",356,1400.00
866,2548,"36913810",478,100.00
867,570,"17778019",345,200.00
868,493,"35833156",231,1900.00
869,4905,"39349722",430,4100.00
870,1605,"90625494",87,2500.00
871,3520,"90152297",213,200.00
872,738,"96733645",492,300.00
873,4818,"17232410",43,700.00
874,932,"45657579",29,1300.00
875,3595,"12448136",261,5200.00
876,1361,"53100814",497,2300.00
877,3363,"21931511",208,1400.00
878,4383,"52401521",495,10200.00
879,405,"53121477",76,100.00
880,2291,"28317637",120,2900.00
881,4538,"67834855",383,2800.00
882,1440,"56792612",195,100.00
883,4114,"61070189",313,2500.00
884,4292,"07672593",117,300.00
885,2767,"81030736",46,2500.00
886,4115,"32329237",261,3000.00
887,1185,"80048665",454,400.00
888,3671,"78320463",425,3300.00
889,933,"84374605",29,400.00
890,3045,"71286543",55,400.00
891,3046,"35351479",205,3000.00
892,4293,"35431319",58,2500.00
893,3128,"12981052",320,2600.00
894,934,"50185867",250,400.00
895,1270,"06150444",165,1200.00
896,3760,"07270733",359,400.00
897,935,"28538251",248,100.00
898,2628,"87529405",101,22900.00
899,2216,"09736572",379,500.00
900,3129,"42169044",97,100.00
901,1101,"25529407",230,1600.00
902,3942,"71691040",324,100.00
903,3448,"48718453",218,2900.00
904,4819,"26998038",105,500.00
905,244,"14282218",211,9400.00
906,3596,"91497616",135,100.00
907,2121,"89788677",254,1300.00
908,1949,"73197857",180,100.00
909,3943,"27415205",296,200.00
910,3944,"99645480",443,100.00
911,4629,"53826716",474,3100.00
912,936,"75863473",220,100.00
913,245,"42169044",320,100.00
914,739,"74437458",218,2000.00
915,4294,"70993218",331,200.00
916,3364,"68159587",93,4000.00
917,740,"20868105",318,200.00
918,1271,"59302158",385,3500.00
919,4539,"97861742",428,300.00
920,3521,"56792612",285,100.00
921,1362,"09583482",471,2400.00
922,1102,"91306093",168,3100.00
923,1865,"67827638",146,1900.00
924,2945,"70166708",308,100.00
925,4729,"26998038",163,500.00
926,571,"13718431",103,800.00
927,741,"02614124",130,300.00
928,1186,"53606628",74,5200.00
929,2390,"10752378",370,25000.00
930,4215,"35551614",288,100.00
931,1363,"00872248",324,200.00
932,2859,"53551839",420,100.00
933,2021,"88550256",28,2600.00
934,406,"98046763",278,4400.00
935,3522,"12660194",313,100.00
936,2768,"02614124",142,300.00
937,2292,"26998038",428,500.00
938,3278,"25808537",90,300.00
939,3761,"56661351",227,1200.00
940,3945,"71286543",67,400.00
941,937,"07634247",378,1500.00
942,1441,"98234974",47,13000.00
943,94,"37295260",124,2400.00
944,3946,"42169044",352,100.00
945,2696,"17778019",53,200.00
946,742,"91306093",124,3200.00
947,1687,"17558317",247,2900.00
948,2697,"84705205",138,5900.00
949,2459,"54038913",90,600.00
950,326,"11668732",138,100.00
951,1950,"22097220",128,2800.00
952,4116,"09510312",464,200.00
953,4117,"73140807",97,300.00
954,1688,"48181396",80,100.00
955,3130,"67187530",356,3000.00
956,4820,"65151231",44,800.00
957,572,"06789850",47,12700.00
958,3131,"72383095",208,200.00
959,4730,"86977837",497,700.00
960,1866,"42235350",390,900.00
961,4821,"56851760",220,400.00
962,3213,"10117988",35,20500.00
963,1272,"22969840",148,200.00
964,1015,"65181648",402,2200.00
965,4464,"46020613",470,1200.00
966,3842,"20514014",74,100.00
967,1867,"30742311",199,500.00
968,2549,"50992979",219,1000.00
969,2946,"22321899",356,3700.00
970,1187,"81734598",312,3500.00
971,3365,"74593961",287,1800.00
972,3449,"96356822",388,100.00
973,327,"99486328",109,800.00
974,4118,"07507864",133,200.00
975,3366,"12575562",365,400.00
976,2022,"30742311",373,500.00
977,1016,"81030736",306,2700.00
978,3214,"80048665",79,400.00
979,3672,"01250299",124,1300.00
980,4216,"67898694",198,200.00
981,2023,"85822412",29,1900.00
982,3523,"00965138",260,1200.00
983,2947,"28538251",456,100.00
984,407,"32138745",70,3100.00
985,1951,"13903144",381,100.00
986,408,"24627347",44,100.00
987,653,"29436733",289,7400.00
988,836,"97086737",144,1100.00
989,4906,"35594951",230,51200.00
990,1188,"51220073",280,21900.00
991,938,"06789850",40,12700.00
992,4023,"21227574",257,14900.00
993,3597,"14716857",437,7500.00
994,2698,"35431319",362,2500.00
995,3673,"45176955",77,500.00
996,1528,"42339391",161,300.00
997,14,"00076758",474,200.00
998,4119,"16240908",446,19800.00
999,4217,"90152735",438,100.00
1000,2860,"72556484",443,3000.00
1001,1017,"99990728",57,600.00
1002,4822,"37338124",224,1100.00
1003,3132,"87971488",481,1100.00
1004,95,"39392920",352,300.00
1005,2861,"28270233",437,2900.00
1006,3524,"66238574",319,2300.00
1007,1606,"39349722",39,4100.00
1008,1189,"82097999",113,100.00
1009,96,"36553958",306,900.00
1010,175,"76460539",124,100.00
1011,2769,"20513739",231,3000.00
1012,3525,"12201654",284,1100.00
1013,1952,"99410741",472,400.00
1014,2024,"83370583",432,500.00
1015,4731,"70993218",268,200.00
1016,4295,"35935572",165,100.00
1017,2391,"87775215",294,600.00
1018,3843,"11496211",477,1700.00
1019,3762,"68159587",269,4000.00
1020,2550,"97854904",165,100.00
1021,1529,"00289289",107,600.00
1022,939,"89639081",72,2500.00
1023,1364,"86977837",244,700.00
1024,15,"44349361",45,500.00
1025,1442,"17566185",27,100.00
1026,573,"61586053",57,3200.00
1027,176,"96102525",393,300.00
1028,494,"00475894",354,100.00
1029,2629,"35575298",278,100.00
1030,3844,"02823170",390,4300.00
1031,3674,"33528453",230,19800.00
1032,4630,"56792612",82,100.00
1033,4540,"05334035",240,200.00
1034,4120,"74252722",205,600.00
1035,328,"06818112",135,1900.00
1036,2862,"40264926",91,4800.00
1037,1018,"00289289",234,600.00
1038,4732,"78406989",63,1200.00
1039,2770,"16753883",158,2200.00
1040,2460,"67827638",157,1300.00
1041,97,"63481353",222,35000.00
1042,1868,"29557077",374,600.00
1043,4823,"46843172",258,2400.00
1044,2863,"11496211",147,1800.00
1045,4024,"97942942",417,100.00
1046,246,"94196727",305,6200.00
1047,2217,"78461803",77,200.00
1048,4733,"25487660",374,2900.00
1049,1953,"72383095",478,200.00
1050,4907,"35431319",175,2500.00
1051,2771,"57854710",362,1600.00
1052,1869,"34999379",225,200.00
1053,2293,"89788677",236,800.00
1054,1954,"33704923",88,2000.00
1055,3367,"06150444",54,1200.00
1056,247,"53606628",247,5200.00
1057,1443,"91744214",298,400.00
1058,654,"80801586",263,2300.00
1059,2864,"56267415",81,600.00
1060,3279,"35503389",164,1600.00
1061,1530,"64606833",60,5600.00
1062,2461,"85899313",427,1500.00
1063,4121,"35575298",94,100.00
1064,2865,"13141087",32,200.00
1065,1019,"17558317",383,2900.00
1066,940,"86028436",455,100.00
1067,177,"54038913",461,600.00
1068,3047,"52401521",434,10100.00
1069,4734,"35594951",171,51200.00
1070,2630,"49597086",107,100.00
1071,4296,"60597444",222,100.00
1072,495,"49597086",377,100.00
1073,2218,"83131979",432,2900.00
1074,2294,"29476249",407,700.00
1075,1531,"62043515",398,4500.00
1076,2948,"97942942",211,100.00
1077,2462,"35575298",111,100.00
1078,3048,"62092888",33,800.00
1079,496,"13209423",283,200.00
1080,4122,"73863413",64,200.00
1081,409,"71182864",348,100.00
1082,4998,"41837852",208,100.00
1083,3526,"97942942",358,100.00
1084,497,"65569635",154,4000.00
1085,1870,"90152297",363,200.00
1086,837,"98046763",73,4200.00
1087,3450,"49597086",237,100.00
1088,3451,"56851760",101,400.00
1089,2551,"35159040",159,1700.00
1090,2122,"03999315",226,500.00
1091,4465,"78320463",79,3500.00
1092,3763,"33101783",28,900.00
1093,98,"54193837",420,2800.00
1094,2866,"12201654",221,1100.00
1095,4466,"89038526",444,600.00
1096,329,"37308985",395,100.00
1097,2631,"57503414",415,1100.00
1098,1444,"81178885",460,42800.00
1099,4025,"79254563",63,700.00
1100,2123,"62092888",391,800.00
1101,1365,"94130244",340,400.00
1102,2124,"37308985",257,100.00
1103,4123,"89639081",281,2500.00
1104,410,"04308421",337,500.00
1105,1689,"33704923",399,2000.00
1106,3368,"30728046",238,100.00
1107,2867,"84214382",452,100.00
1108,1190,"45667651",421,100.00
1109,3845,"91744214",121,200.00
1110,178,"07869910",60,8000.00
1111,3598,"09528530",138,5000.00
1112,743,"08883684",472,100.00
1113,1445,"27415205",499,200.00
1114,1607,"72909480",444,400.00
1115,4297,"76644106",466,2800.00
1116,3369,"32857966",201,700.00
1117,2772,"10709497",410,100.00
1118,4631,"68139880",485,3100.00
1119,4735,"80048665",283,400.00
1120,498,"21227574",401,17300.00
1121,3215,"46843172",224,2400.00
1122,411,"65569635",55,4000.00
1123,1446,"29958838",287,500.00
1124,3216,"77490893",198,100.00
1125,744,"66238574",406,2000.00
1126,3133,"70166708",214,100.00
1127,3452,"78461803",376,300.00
1128,179,"66238574",321,2200.00
1129,1020,"72160068",223,100.00
1130,2392,"06150444",173,1400.00
1131,3675,"25714784",394,700.00
1132,4218,"99486328",299,800.00
1133,499,"80801586",49,2400.00
1134,3599,"02823170",52,4300.00
1135,4736,"74045292",50,2100.00
1136,2393,"13009833",411,2200.00
1137,2699,"83016315",455,400.00
1138,3134,"04308421",456,400.00
1139,1774,"73140807",105,400.00
1140,3049,"85132217",25,700.00
1141,2868,"30728046",350,100.00
1142,3846,"90152297",166,200.00
1143,838,"35264581",181,600.00
1144,4026,"77490893",195,100.00
1145,248,"42436584",148,300.00
1146,574,"22321899",482,3700.00
1147,3764,"71691040",449,100.00
1148,4384,"35594951",115,51200.00
1149,4632,"14366125",491,200.00
1150,2219,"93702683",376,3800.00
1151,1191,"35431319",115,2500.00
1152,4999,"16240908",116,17500.00
1153,249,"35594951",442,51200.00
1154,2949,"74346088",289,700.00
1155,3280,"72383095",376,200.00
1156,3847,"12660194",458,100.00
1157,2632,"67898694",359,200.00
1158,1532,"17232410",222,700.00
1159,4467,"33528453",431,19800.00
1160,3135,"57403166",305,29400.00
1161,5000,"10576383",201,400.00
1162,1775,"81178885",118,42800.00
1163,3947,"68139880",459,3100.00
1164,2869,"51642594",371,100.00
1165,4908,"80388981",478,600.00
1166,839,"31726318",216,4100.00
1167,1776,"61662963",412,2300.00
1168,1447,"09196777",486,500.00
1169,500,"53606628",280,5200.00
1170,4468,"33704923",54,2000.00
1171,1871,"01049999",318,200.00
1172,3527,"78406989",265,1200.00
1173,2394,"63440831",401,300.00
1174,2950,"35594597",167,200.00
1175,2295,"07774584",124,4100.00
1176,1872,"17566185",321,100.00
1177,1273,"09583482",306,1800.00
1178,4737,"16090908",263,100.00
1179,1021,"39823450",219,2900.00
1180,4633,"33744231",304,300.00
1181,250,"38840994",392,100.00
1182,1608,"53121477",465,100.00
1183,941,"60597444",143,100.00
1184,1366,"15015458",151,400.00
1185,2951,"40603163",234,800.00
1186,1955,"09583482",65,2600.00
1187,575,"25529407",298,1500.00
1188,4909,"91332642",482,700.00
1189,4634,"32614537",316,8600.00
1190,2700,"68137358",52,600.00
1191,1609,"62092888",38,800.00
1192,1690,"40264926",438,4800.00
1193,2220,"53606628",312,4800.00
1194,1367,"42091325",441,2400.00
1195,4635,"47553014",488,100.00
1196,4541,"31227216",366,700.00
1197,3050,"02614124",162,300.00
1198,3136,"35503389",358,1900.00
1199,3948,"25556386",230,1300.00
1200,576,"28270233",53,2900.00
1201,3137,"98234974",259,13000.00
1202,412,"73863413",201,200.00
1203,2773,"18740864",106,200.00
1204,3528,"48718453",51,2900.00
1205,2870,"61070189",433,2500.00
1206,2952,"18566572",482,1000.00
1207,942,"90825067",215,200.00
1208,413,"21472420",215,200.00
1209,1610,"79864260",130,100.00
1210,2463,"07507864",48,200.00
1211,1873,"28270233",82,2900.00
1212,4636,"00435578",236,1200.00
1213,1956,"34999379",312,200.00
1214,1777,"00872248",58,200.00
1215,99,"80801586",241,2200.00
1216,3949,"64606833",68,5600.00
1217,577,"26687537",225,1600.00
1218,1448,"10099059",117,400.00
1219,1533,"54547971",320,6200.00
1220,1274,"78320463",114,3300.00
1221,2395,"13141087",57,200.00
1222,745,"29557077",229,600.00
1223,4298,"17778019",301,200.00
1224,4219,"29476249",112,1000.00
1225,840,"63440831",166,300.00
1226,655,"71286543",302,400.00
1227,4027,"56661351",417,1200.00
1228,1611,"90625494",481,2500.00
1229,3281,"69467853",469,100.00
1230,4738,"48718453",30,3400.00
1231,4542,"37338124",221,1200.00
1232,1778,"14972279",376,300.00
1233,501,"08526544",82,1300.00
1234,656,"21429110",93,2700.00
1235,2125,"46020613",314,1200.00
1236,251,"09736572",73,500.00
1237,180,"42169044",225,100.00
1238,2953,"50185867",38,500.00
1239,4028,"29958838",463,400.00
1240,4543,"98046763",371,4300.00
1241,2126,"47553014",282,100.00
1242,2025,"71498611",399,1500.00
1243,3051,"92592466",400,2500.00
1244,1691,"04216175",275,1300.00
1245,943,"16240908",209,20600.00
1246,252,"27326368",112,2300.00
1247,4029,"30158366",123,100.00
1248,2396,"30728046",175,100.00
1249,4385,"72556484",161,3000.00
1250,253,"09335534",282,1400.00
1251,3848,"30587988",209,700.00
1252,1022,"71498611",289,2000.00
1253,2127,"86028436",156,100.00
1254,4030,"50119651",162,400.00
1255,1023,"96917555",133,100.00
1256,2026,"81734598",60,3500.00
1257,3217,"82097999",24,100.00
1258,1275,"25487660",459,2900.00
1259,1874,"35575298",400,100.00
1260,502,"09528530",423,5000.00
1261,3138,"12201654",262,1100.00
1262,4031,"93702683",286,3800.00
1263,3139,"78406989",393,1200.00
1264,2701,"29557077",25,600.00
1265,1024,"47553014",237,100.00
1266,100,"37338124",195,1200.00
1267,2633,"32035886",270,100.00
1268,4824,"65228535",240,15000.00
1269,2128,"35594597",337,200.00
1270,3282,"53121477",265,100.00
1271,1875,"35159040",202,1700.00
1272,4637,"42436584",426,300.00
1273,2397,"53826716",384,3100.00
1274,2954,"51220073",317,20000.00
1275,3676,"21429110",408,2700.00
1276,3453,"22969840",141,200.00
1277,330,"54634663",347,900.00
1278,3600,"24941004",267,300.00
1279,4124,"58353204",69,1000.00
1280,1692,"87705310",33,25000.00
1281,2955,"85511909",26,3000.00
1282,3140,"70993218",86,200.00
1283,2129,"46843172",125,2400.00
1284,1276,"44349361",470,500.00
1285,1277,"50119651",62,600.00
1286,746,"12388090",311,200.00
1287,4638,"13141087",447,200.00
1288,2634,"81756179",498,200.00
1289,3141,"75563727",72,100.00
1290,2956,"35833156",392,2700.00
1291,3283,"76149359",24,4400.00
1292,3052,"72070937",475,3200.00
1293,3284,"75329037",407,100.00
1294,414,"27326368",89,2300.00
1295,2774,"71691040",85,100.00
1296,1693,"13903144",313,100.00
1297,2552,"48586340",33,18800.00
1298,1103,"86728778",25,100.00
1299,101,"91887369",142,100.00
1300,3285,"09046318",494,3000.00
1301,181,"50864911",229,600.00
1302,3286,"31944441",103,2200.00
1303,578,"07849494",178,2900.00
1304,2775,"56722344",106,200.00
1305,2635,"60597444",201,100.00
1306,2553,"39823450",246,2900.00
1307,3142,"89038526",229,600.00
1308,2130,"14665841",491,900.00
1309,3765,"92747083",154,400.00
1310,254,"95690391",282,1000.00
1311,3454,"87529405",373,22900.00
1312,2398,"72556484",370,3000.00
1313,3218,"24627347",383,100.00
1314,415,"09233013",169,5400.00
1315,1876,"15374874",259,400.00
1316,4125,"18814949",290,5700.00
1317,3766,"48586340",140,11300.00
1318,944,"61070189",90,2500.00
1319,4639,"27415205",355,200.00
1320,4825,"54193837",234,2800.00
1321,3287,"50806024",69,1000.00
1322,2702,"29476249",267,900.00
1323,3219,"85899313",200,1500.00
1324,4220,"09046318",425,3000.00
1325,416,"61662963",80,1700.00
1326,3950,"07507864",162,200.00
1327,3677,"83370583",31,500.00
1328,4910,"12201654",38,1100.00
1329,945,"16240908",438,19300.00
1330,1534,"99990728",452,600.00
1331,2776,"61510041",247,100.00
1332,3288,"88231132",219,500.00
1333,2296,"97861742",482,300.00
1334,4826,"61070189",500,2500.00
1335,1957,"07774584",146,5200.00
1336,3529,"45176955",182,500.00
1337,1779,"04265799",123,2400.00
1338,102,"14282218",156,9400.00
1339,3530,"88834863",49,4300.00
1340,1449,"30885476",357,2100.00
1341,4126,"06323852",202,2500.00
1342,4032,"72070937",294,3200.00
1343,417,"25714784",306,900.00
1344,3531,"01297845",216,100.00
1345,3532,"92747083",67,400.00
1346,1278,"42339391",125,300.00
1347,4469,"28119557",439,2300.00
1348,4544,"67827638",333,1500.00
1349,3053,"62682989",154,25700.00
1350,331,"02823170",106,4300.00
1351,3054,"28119557",339,2400.00
1352,1694,"14716857",155,7500.00
1353,503,"00475894",225,100.00
1354,3849,"23978249",441,2500.00
1355,3455,"56629388",467,200.00
1356,2636,"29587039",252,400.00
1357,1279,"67005685",146,400.00
1358,3678,"56851377",118,600.00
1359,1368,"14942603",478,200.00
1360,1450,"70166708",321,100.00
1361,4739,"95004803",137,1200.00
1362,3951,"16240908",152,21400.00
1363,332,"35431319",338,2500.00
1364,3767,"06818112",61,1900.00
1365,1535,"50806024",198,900.00
1366,3601,"52401521",394,10100.00
1367,4640,"92363534",63,100.00
1368,418,"56661351",244,1200.00
1369,16,"21682744",254,500.00
1370,2637,"89639081",115,2500.00
1371,1369,"41837852",381,100.00
1372,4827,"35551614",109,100.00
1373,2871,"05334035",252,200.00
1374,4470,"31227216",347,800.00
1375,4911,"85125977",342,3800.00
1376,504,"30158366",182,100.00
1377,3370,"57854710",201,1600.00
1378,2872,"37385696",350,700.00
1379,4641,"85899313",379,1500.00
1380,1695,"73793389",100,100.00
1381,3055,"25556386",425,1300.00
1382,657,"99990728",159,600.00
1383,3289,"05334035",53,200.00
1384,2777,"78961459",216,1200.00
1385,333,"91306093",121,3800.00
1386,1025,"99410741",48,400.00
1387,3679,"07869910",284,8000.00
1388,3768,"74752529",312,700.00
1389,3769,"86282117",132,3100.00
1390,4386,"24627347",278,100.00
1391,1192,"12517517",439,2400.00
1392,2778,"85320121",132,1400.00
1393,3952,"71286543",57,400.00
1394,4912,"35650176",441,200.00
1395,334,"42462441",416,300.00
1396,1877,"12981052",137,2100.00
1397,1451,"96102525",132,300.00
1398,2703,"21682744",166,400.00
1399,3770,"20513739",90,3000.00
1400,3371,"37338124",315,1100.00
1401,4828,"67005685",346,400.00
1402,4299,"54038913",298,600.00
1403,4300,"67491435",141,400.00
1404,3372,"55177213",262,100.00
1405,103,"08135295",493,700.00
1406,1780,"15374874",319,400.00
1407,3220,"13718431",263,800.00
1408,3056,"89788677",238,1200.00
1409,4642,"33101783",442,1000.00
1410,2873,"48966946",111,600.00
1411,3771,"91744214",215,400.00
1412,335,"77701200",330,2000.00
1413,3057,"72909480",240,400.00
1414,4471,"80388981",482,400.00
1415,2399,"09528530",37,4800.00
1416,3143,"30885476",425,2000.00
1417,1280,"28270233",224,2900.00
1418,255,"32035886",380,100.00
1419,4472,"56623995",108,300.00
1420,4387,"89889098",288,100.00
1421,3456,"88550256",53,2700.00
1422,3602,"79978790",159,6900.00
1423,2874,"61586053",76,3500.00
1424,419,"37295260",269,2500.00
1425,2131,"29436733",276,8200.00
1426,3850,"45540424",381,100.00
1427,1104,"35496015",196,1300.00
1428,3851,"46843172",118,2400.00
1429,182,"70823176",198,18000.00
1430,579,"05917225",474,2200.00
1431,580,"33273328",132,100.00
1432,658,"66238574",89,2300.00
1433,104,"38250360",201,100.00
1434,3457,"13903144",148,100.00
1435,3058,"29436733",307,8000.00
1436,1105,"56851377",379,600.00
1437,4127,"74752529",297,800.00
1438,841,"47553014",329,100.00
1439,4221,"48586340",331,19500.00
1440,1536,"45657579",305,1100.00
1441,4545,"13756669",376,400.00
1442,2400,"96102525",351,300.00
1443,3852,"53551839",151,100.00
1444,3680,"28119557",76,2200.00
1445,4128,"53121477",350,100.00
1446,1781,"53121477",40,100.00
1447,1281,"98847493",199,100.00
1448,2779,"73140807",94,300.00
1449,3221,"04265799",346,2500.00
1450,3144,"38250360",98,100.00
1451,1537,"56267415",375,600.00
1452,183,"73863413",250,200.00
1453,3772,"37816686",426,100.00
1454,2957,"85899313",454,1600.00
1455,4643,"85822412",454,2100.00
1456,256,"27415205",468,200.00
1457,4473,"00475894",345,100.00
1458,747,"81178885",88,42800.00
1459,3603,"21682744",53,400.00
1460,257,"60291817",191,100.00
1461,3681,"65319931",72,1200.00
1462,1026,"45657579",128,800.00
1463,4644,"78320463",212,3300.00
1464,1696,"92747083",223,400.00
1465,1612,"06729990",42,7000.00
1466,1282,"09528530",47,4800.00
1467,1106,"13718431",478,600.00
1468,105,"28688676",141,8700.00
1469,3533,"32329237",279,4600.00
1470,748,"91497616",312,200.00
1471,3773,"88231132",312,500.00
1472,4913,"26697396",278,100.00
1473,2464,"79254563",414,700.00
1474,2465,"88447167",314,100.00
1475,1782,"79254563",325,600.00
1476,1370,"96733645",31,300.00
1477,4222,"28609087",46,200.00
1478,581,"62820592",321,200.00
1479,2027,"75563727",478,100.00
1480,3604,"09121552",338,2600.00
1481,1107,"29557077",203,600.00
1482,2297,"99529223",427,800.00
1483,420,"46843172",333,2400.00
1484,2466,"48586340",223,24800.00
1485,3222,"26998038",24,500.00
1486,421,"36231783",260,100.00
1487,4301,"43524491",375,2400.00
1488,3145,"99529223",462,800.00
1489,3853,"29557077",172,600.00
1490,2875,"53826716",88,3100.00
1491,1958,"10576383",454,400.00
1492,3290,"14942603",438,200.00
1493,2467,"81178885",178,42800.00
1494,2401,"74252722",256,600.00
1495,1193,"15492573",332,100.00
1496,2298,"74593961",271,1800.00
1497,582,"21472420",296,200.00
1498,3458,"07849494",477,2900.00
1499,4302,"63440831",51,400.00
1500,3953,"33744231",442,300.00
1501,1108,"85320121",39,1400.00
1502,2299,"40181935",286,1900.00
1503,1783,"86728778",50,100.00
1504,749,"70993218",299,200.00
1505,4474,"63481353",206,35000.00
1506,2468,"67834855",325,2800.00
1507,1613,"16753883",301,2200.00
1508,2221,"60597444",469,100.00
1509,4388,"90152297",90,300.00
1510,4223,"79978790",269,6800.00
1511,2780,"59302158",194,3500.00
1512,3291,"45540424",494,100.00
1513,2781,"91332642",26,1200.00
1514,1784,"35935572",352,100.00
1515,2300,"67898694",352,200.00
1516,3459,"96917555",127,100.00
1517,2222,"81756179",386,300.00
1518,258,"75863473",473,100.00
1519,1878,"79978790",61,6900.00
1520,184,"53606628",46,5200.00
1521,2028,"47683626",269,2900.00
1522,3854,"96102525",77,300.00
1523,336,"32787299",72,100.00
1524,4914,"18728463",180,2400.00
1525,1109,"38285503",494,2300.00
1526,4645,"46164955",153,16900.00
1527,2469,"01297845",235,100.00
1528,1785,"95004803",247,1400.00
1529,3855,"27415205",238,200.00
1530,3534,"72383095",59,200.00
1531,3460,"97969689",88,300.00
1532,3059,"12201654",190,1100.00
1533,3060,"62043515",310,3000.00
1534,2029,"53100814",430,2100.00
1535,750,"28754377",493,400.00
1536,106,"78320463",202,3300.00
1537,4129,"88753260",478,10400.00
1538,2402,"83370583",61,500.00
1539,1786,"69008866",464,3000.00
1540,583,"35551614",260,100.00
1541,2030,"03356886",401,300.00
1542,1787,"33273328",390,100.00
1543,17,"12448136",391,4700.00
1544,3461,"99529223",85,800.00
1545,1194,"56623995",144,200.00
1546,946,"65228535",432,15000.00
1547,751,"77736262",377,1400.00
1548,2958,"65228535",312,15000.00
1549,3605,"75863473",497,100.00
1550,842,"14282218",220,9400.00
1551,4389,"57854710",68,1600.00
1552,1959,"79254563",496,700.00
1553,185,"94130244",474,400.00
1554,422,"09289546",444,2700.00
1555,3682,"72340307",500,400.00
1556,4546,"71286543",323,400.00
1557,1283,"78339168",82,100.00
1558,3535,"45176955",167,600.00
1559,4547,"35496015",281,1300.00
1560,1284,"09335534",311,2200.00
1561,659,"78406989",216,1200.00
1562,423,"26998038",153,500.00
1563,4915,"85511909",330,3000.00
1564,4829,"83926371",214,700.00
1565,2301,"53843426",31,4700.00
1566,1371,"45377076",320,2100.00
1567,3774,"87971488",372,800.00
1568,1285,"25487660",258,2900.00
1569,4224,"30158366",405,100.00
1570,18,"49684848",100,1800.00
1571,19,"79254563",353,700.00
1572,2132,"20513739",86,3000.00
1573,505,"70993218",350,200.00
1574,843,"98748972",371,2300.00
1575,186,"66238574",422,2400.00
1576,4475,"79089901",66,100.00
1577,187,"29476249",230,1200.00
1578,2554,"13419256",77,400.00
1579,3606,"49684848",424,1800.00
1580,844,"53121477",158,100.00
1581,1960,"86282117",328,3100.00
1582,2638,"90625494",317,2500.00
1583,947,"90377459",468,100.00
1584,3146,"33528453",457,19800.00
1585,1538,"44349361",128,500.00
1586,2403,"13009833",324,2100.00
1587,1539,"29557077",385,600.00
1588,1788,"85899313",182,1500.00
1589,4130,"32329237",368,3000.00
1590,3223,"73140807",474,400.00
1591,1789,"12575562",73,300.00
1592,1372,"56851377",425,600.00
1593,2876,"32787299",212,100.00
1594,4916,"13209423",109,200.00
1595,4390,"07774584",349,4600.00
1596,2133,"21429110",162,2700.00
1597,660,"01297845",85,100.00
1598,845,"67187530",380,3000.00
1599,4131,"13756669",208,400.00
1600,3775,"14282218",489,9400.00
1601,2959,"29557077",172,600.00
1602,107,"32857966",449,700.00
1603,4476,"94130244",301,400.00
1604,2302,"71971316",154,1200.00
1605,424,"38285503",21,2300.00
1606,259,"74252722",403,500.00
1607,1110,"46843172",293,2400.00
1608,3776,"56623995",77,300.00
1609,3536,"49684848",295,2300.00
1610,1697,"60855700",279,1600.00
1611,1111,"24941004",26,300.00
1612,3061,"74346088",154,800.00
1613,4830,"73793389",386,100.00
1614,2782,"00435578",288,1100.00
1615,4646,"33704923",152,2000.00
1616,3537,"90825067",325,200.00
1617,1286,"83926371",57,1000.00
1618,2960,"74593961",336,1800.00
1619,3147,"28427073",418,100.00
1620,3607,"84705205",114,5500.00
1621,4391,"42169044",282,100.00
1622,2555,"17558317",404,2900.00
1623,2031,"96733645",280,300.00
1624,3292,"56851377",27,600.00
1625,3148,"83926371",112,400.00
1626,506,"03561597",29,100.00
1627,2470,"76460539",440,100.00
1628,2556,"73863413",390,200.00
1629,4647,"76460539",324,100.00
1630,2303,"07507864",191,200.00
1631,4740,"83016315",212,400.00
1632,3683,"02823170",449,4300.00
1633,507,"54547971",140,6200.00
1634,4477,"39349722",494,4200.00
1635,2877,"76644106",311,2800.00
1636,846,"12981052",338,2700.00
1637,2223,"99486328",380,800.00
1638,4648,"14942603",188,200.00
1639,752,"61367643",411,100.00
1640,3856,"60855700",476,1600.00
1641,2878,"09583482",179,1900.00
1642,4917,"50992979",55,1100.00
1643,3538,"50185867",119,500.00
1644,4548,"96316277",264,4500.00
1645,4132,"71979055",22,3100.00
1646,2704,"32614537",47,10400.00
1647,2705,"83370583",378,500.00
1648,1373,"78979095",278,500.00
1649,661,"42462441",317,300.00
1650,2134,"28609087",495,200.00
1651,3149,"31227216",233,700.00
1652,4741,"14282218",192,9400.00
1653,1112,"49597086",210,100.00
1654,1027,"70993218",406,200.00
1655,3150,"93494928",103,3500.00
1656,4225,"46020613",131,1200.00
1657,2639,"07634247",130,1500.00
1658,4133,"77490893",268,100.00
1659,3224,"62820592",487,200.00
1660,2304,"33704923",475,2000.00
1661,4918,"92592466",300,2500.00
1662,2557,"85125977",94,3800.00
1663,4478,"39392920",364,200.00
1664,1287,"00965138",457,1200.00
1665,4134,"56851377",112,600.00
1666,4649,"90825067",52,200.00
1667,2471,"09832887",53,100.00
1668,1028,"74593961",110,1800.00
1669,1374,"25808537",204,300.00
1670,425,"21429110",276,2700.00
1671,2783,"71498611",129,2700.00
1672,1540,"65569635",373,4000.00
1673,3608,"17778019",158,200.00
1674,3954,"47683626",388,2700.00
1675,2472,"00965138",421,1200.00
1676,2473,"71498611",411,2300.00
1677,753,"07507864",26,200.00
