transaction_id	company_id	material_id	quantity	price_per_unit	discount_rate	total_price	transaction_date	notes
64050091	89308086	81178885	500	42800	1	21186000	2020-01-05	Seasonal discount - small percentage off (1%)
56498641	28537779	51019678	328	600	0	196800	2023-01-06	
02917628	86322761	01030618	226	600	17	112550	2024-09-13	Clearance sale - significant discount (17%) for promotional/clearance
44708084	24211535	09510312	166	200	0	33200	2018-12-25	
16903237	39330392	46020613	300	1200	6	338400	2019-01-02	Contractual rebate - negotiated discount (6%) due to order size
03154061	35543835	39349722	485	3800	0	1843000	2020-12-29	
27866592	36327134	53826716	32	3100	0	99200	2024-04-02	
33378549	80094288	54038913	70	600	0	42000	2019-01-19	
30081131	55281191	42436584	454	300	0	136200	2024-11-25	
41644856	92856267	75329037	369	100	16	31000	2020-05-08	Special pricing for repeat client - significant discount (16%) for promotional/clearance
92515735	86108210	14972279	68	300	4	19580	2019-05-31	Special pricing for repeat client - small percentage off (4%)
89040528	17183738	67491435	321	400	0	128400	1978-09-10	
77362014	39330392	55177213	46	100	2	4510	2020-03-27	Volume rebate - small percentage off (2%)
64744024	49779213	30885476	217	2300	0	2300	2020-12-15	
11070865	95217836	58894439	133	100	3	12900	2024-05-30	Early payment discount - small percentage off (3%)
13976385	92993911	33046464	206	400	5	78280	2018-10-02	Bulk order discount - small percentage off (5%)
71101797	97568239	42091325	49	2400	0	117600	2020-03-03	
70371277	29422168	69008866	210	3000	0	630000	2019-05-07	
31149248	18731502	73197857	483	100	0	48300	2022-07-19	
46362253	13785739	35935572	329	100	0	32900	2020-02-03	
37230032	95639309	74045292	391	2100	0	821100	2023-07-10	
04631603	23033448	97838723	272	100	10	24480	2018-09-23	Bulk order discount - negotiated discount (10%) due to order size
80275689	49385747	39392920	425	300	15	108380	2024-12-28	Bulk order discount - significant discount (15%) for promotional/clearance
68696629	86108210	33046464	191	400	3	74110	2022-04-08	Seasonal discount - small percentage off (3%)
02257785	48662311	20514014	209	100	4	20060	2024-06-28	End-of-quarter promotion - small percentage off (4%)
27268257	86108210	42235350	120	1000	0	120000	2020-05-30	
05506308	61302234	28270233	359	2900	0	1041100	2024-10-07	
54717174	76143552	12575562	436	400	0	174400	2019-12-06	
23441784	18610326	27326368	450	2300	4	993600	2024-05-27	Volume rebate - small percentage off (4%)
60329518	31481830	19175900	212	100	1	20990	2021-10-31	Promotional offer - small percentage off (1%)
06030515	96667803	12981052	476	2100	0	999600	1951-12-14	
07706646	13858479	10570592	400	200	0	80000	2020-01-15	
37328545	86322761	99143802	49	300	5	13960	2023-07-13	Early payment discount - small percentage off (5%)
25541173	90071753	21687165	284	3000	15	724200	2021-04-20	Volume rebate - significant discount (15%) for promotional/clearance
14226139	62581836	94713081	310	3000	15	790500	2020-10-16	Early payment discount - significant discount (15%) for promotional/clearance
11007360	08001609	55177213	407	100	2	39890	2022-10-17	Promotional offer - small percentage off (2%)
12811451	46049141	74252420	71	100	3	6890	2021-05-27	Loyal customer - small percentage off (3%)
25985731	35791403	25808537	43	300	3	12510	2023-02-09	Volume rebate - small percentage off (3%)
40190867	37322787	74093639	393	100	6	36940	2023-03-29	Volume rebate - negotiated discount (6%) due to order size
39175729	05758218	04265799	339	2500	9	771220	1969-01-02	Loyal customer - negotiated discount (9%) due to order size
88764953	02747360	72160068	251	100	0	25100	2020-06-06	
36815733	76715944	99529223	111	700	6	73040	2024-07-11	Volume rebate - negotiated discount (6%) due to order size
52961779	43340368	80450404	383	1000	0	383000	2020-11-24	
76148614	23897554	31726318	103	4100	17	350510	2020-06-28	Loyal customer - significant discount (17%) for promotional/clearance
04963273	38885976	85899313	285	1500	0	1500	1958-08-17	
20599980	51840723	81415657	288	600	8	158980	2024-03-16	Contractual rebate - negotiated discount (8%) due to order size
80908147	41143473	74045292	440	2100	0	924000	2019-08-12	
12621109	62512618	37135391	26	1400	0	36400	2025-05-05	
14611133	07501258	33273328	210	100	6	19740	2019-10-31	End-of-quarter promotion - negotiated discount (6%) due to order size
51609823	11061702	62820592	179	200	3	34730	2021-08-24	Special pricing for repeat client - small percentage off (3%)
84257194	23033448	62820592	26	200	0	5200	2021-05-10	
10444949	76014730	63481353	491	35000	0	17185000	2019-11-30	
73284449	23508844	97086737	63	900	0	56700	2021-10-01	
60257716	93681935	55177213	182	100	8	16740	2022-03-21	Early payment discount - negotiated discount (8%) due to order size
04332403	63786646	03999315	393	500	0	196500	2025-07-27	
96328388	23954042	60291817	256	100	0	25600	2024-03-23	
13763498	36216901	72772208	472	600	0	283200	2021-06-14	
30342696	47887596	91497616	300	200	4	57600	2023-03-30	Special pricing for repeat client - small percentage off (4%)
46675446	41163759	28754377	358	400	0	143200	2019-03-02	
46653567	91693549	96593904	170	1900	4	310080	2024-05-26	Promotional offer - small percentage off (4%)
60178530	18993833	13362843	140	300	8	38640	2020-06-04	Early payment discount - negotiated discount (8%) due to order size
47092954	92180085	09233013	136	5400	10	660960	2025-06-25	Bulk order discount - negotiated discount (10%) due to order size
31341309	76014730	05831819	350	100	9	31850	2022-09-16	Volume rebate - negotiated discount (9%) due to order size
89436256	31025923	30587988	100	700	0	70000	2025-05-13	
82058049	46447415	80048665	455	400	7	169260	1956-04-09	Volume rebate - negotiated discount (7%) due to order size
51336001	11596582	32138745	251	2300	0	577300	2021-06-25	
51082944	43443356	53843426	251	5600	0	1405600	2023-08-07	
92656817	99029913	97861742	306	300	0	91800	2024-02-22	
63704601	52085167	09510312	287	200	0	57400	2023-08-03	
06879064	37069266	25487660	85	2900	4	236640	2020-11-05	Bulk order discount - small percentage off (4%)
99980721	33489817	95690391	159	1000	9	144690	2019-07-16	Clearance sale - negotiated discount (9%) due to order size
03980597	74768085	00872248	331	300	0	300	2019-09-27	
39044016	25735409	77167365	273	400	5	103740	2018-09-06	Early payment discount - small percentage off (5%)
55080241	43551605	84870128	434	700	7	282530	2019-03-09	Bulk order discount - negotiated discount (7%) due to order size
46999117	96683668	06323852	372	2300	0	855600	1960-10-30	
88013310	04728003	21227574	439	13600	3	5791290	2021-06-10	End-of-quarter promotion - small percentage off (3%)
94386301	73182230	76460539	243	100	4	23330	2025-03-22	Clearance sale - small percentage off (4%)
92324064	93681935	97861742	348	300	8	96050	2025-05-10	Clearance sale - negotiated discount (8%) due to order size
93471108	53344361	23978249	190	2500	9	432250	2025-01-20	Bulk order discount - negotiated discount (9%) due to order size
98173528	32582657	19175900	263	100	5	24980	1957-08-05	Contractual rebate - small percentage off (5%)
21706522	14835163	37338124	150	1000	14	129000	1953-04-10	Volume rebate - significant discount (14%) for promotional/clearance
20903338	99029913	32035886	310	100	3	30070	1980-06-10	Clearance sale - small percentage off (3%)
53623066	79123028	15742870	472	200	14	81180	2020-10-31	End-of-quarter promotion - significant discount (14%) for promotional/clearance
84029089	11061702	53100814	223	2800	0	624400	2021-10-26	
58084290	63691095	21130263	73	400	0	29200	1976-01-25	
68822162	37682739	93702683	282	3800	3	3800	2019-09-26	Seasonal discount - small percentage off (3%)
96410117	00160690	53826716	176	3100	8	501950	2018-03-08	Early payment discount - negotiated discount (8%) due to order size
32107215	63786646	88447167	496	100	0	100	2020-07-19	
30664731	92993911	88231132	95	500	8	43700	2023-12-23	Seasonal discount - negotiated discount (8%) due to order size
86558711	27582061	20863865	336	100	9	30580	1953-02-15	Seasonal discount - negotiated discount (9%) due to order size
00837530	44164978	09528530	495	4800	0	2376000	2020-08-16	
50160603	22279010	56775103	408	2600	2	2600	2020-12-29	Bulk order discount - small percentage off (2%)
03300559	13487417	13009833	446	2000	4	856320	2025-03-08	Seasonal discount - small percentage off (4%)
17835770	31230905	56661351	180	1200	7	200880	2023-08-09	Seasonal discount - negotiated discount (7%) due to order size
55200902	37724506	56961539	334	800	3	259180	2018-09-25	Promotional offer - small percentage off (3%)
48550622	04826178	68137358	476	600	5	271320	2021-07-21	Volume rebate - small percentage off (5%)
69182951	91962950	88834863	234	4300	0	1006200	2024-12-05	
33975427	10525997	07774584	299	4800	9	1306030	2023-09-01	Loyal customer - negotiated discount (9%) due to order size
86714864	78235921	77701200	170	2000	0	340000	2023-09-28	
44863039	15942680	17558317	473	2900	4	1316830	2020-07-27	Bulk order discount - small percentage off (4%)
23130630	39661729	25487660	391	2900	0	1133900	2023-04-19	
98601756	94722845	96423126	231	1100	15	215980	2020-09-14	Early payment discount - significant discount (15%) for promotional/clearance
45240998	33489817	36913810	236	100	5	22420	2021-05-27	Promotional offer - small percentage off (5%)
17538732	63786646	22097220	355	2800	15	844900	2023-05-29	Volume rebate - significant discount (15%) for promotional/clearance
62466077	89840181	77701200	435	2000	0	870000	2021-07-12	
98633871	24840141	67898694	484	200	0	96800	2024-03-15	
21139846	43892728	54193837	493	2800	14	1187140	2019-07-25	Clearance sale - significant discount (14%) for promotional/clearance
92025760	29186757	37295260	383	2600	7	926090	2025-03-16	Early payment discount - negotiated discount (7%) due to order size
99787108	37682739	00872248	250	300	0	75000	2023-01-11	
36601503	92856267	46843172	180	2400	0	432000	2022-05-01	
17897322	41575208	30158366	387	100	3	37540	1969-10-01	End-of-quarter promotion - small percentage off (3%)
84601674	07283662	52401521	359	10100	0	10100	2022-06-18	
37427048	77952719	74252420	320	100	10	28800	2024-11-07	Promotional offer - negotiated discount (10%) due to order size
78664051	15984815	87529405	417	22900	4	9167330	2024-07-30	Special pricing for repeat client - small percentage off (4%)
79969398	81312981	84374605	130	400	0	52000	2023-03-30	
20898062	24211535	12660194	111	100	0	11100	2021-03-09	
38783515	10525997	81030736	32	2400	5	72960	2019-08-30	Volume rebate - small percentage off (5%)
73182663	96683668	88753260	321	10900	0	3498900	2021-09-26	
21959288	91693549	32787299	161	100	0	16100	2022-08-30	
98575304	38395578	01250299	44	1300	3	55480	2021-05-30	Clearance sale - small percentage off (3%)
31526137	71949391	92274302	380	500	4	182400	2021-01-23	Bulk order discount - small percentage off (4%)
19330741	41575208	05553285	87	400	1	34450	2023-02-01	Early payment discount - small percentage off (1%)
79883089	41431025	82097999	65	100	0	6500	2021-10-03	
32285891	85928774	21172421	249	100	0	24900	2023-12-06	
56875009	73182230	90625494	331	2500	2	810950	2023-05-10	Seasonal discount - small percentage off (2%)
00081475	97277434	22162965	77	100	8	7080	2023-10-13	Promotional offer - negotiated discount (8%) due to order size
63965160	14777211	56851377	234	600	0	140400	2022-12-18	
60707337	37296105	01049999	275	200	0	55000	2020-02-18	
95501443	19463689	21931511	180	2000	0	360000	2019-01-18	
87863960	29186757	53606628	257	5400	4	1332290	2024-02-18	Clearance sale - small percentage off (4%)
34621686	02657876	54193837	85	2800	5	226100	2024-08-27	Special pricing for repeat client - small percentage off (5%)
27127852	13487417	22162965	133	100	11	11840	2022-11-13	Bulk order discount - significant discount (11%) for promotional/clearance
46909521	95270920	75616366	80	100	7	7440	1973-10-14	Contractual rebate - negotiated discount (7%) due to order size
90704059	62485618	85511909	221	3000	10	596700	2021-03-23	End-of-quarter promotion - negotiated discount (10%) due to order size
25863903	32120654	61070189	455	2600	3	1147510	2018-12-28	Volume rebate - small percentage off (3%)
55067101	01673623	14972279	110	300	5	31350	1978-03-20	Early payment discount - small percentage off (5%)
98814005	19838503	21472420	158	200	1	31280	2024-09-02	Special pricing for repeat client - small percentage off (1%)
68944865	51720762	47683626	401	2600	7	969620	2020-10-02	Special pricing for repeat client - negotiated discount (7%) due to order size
41761552	42895176	75563727	322	100	9	29300	2018-03-02	Bulk order discount - negotiated discount (9%) due to order size
34276071	47582693	10570592	484	200	10	87120	2020-03-23	End-of-quarter promotion - negotiated discount (10%) due to order size
99770441	55878719	96356822	491	100	1	48610	2024-02-08	Promotional offer - small percentage off (1%)
36972332	39354513	23978249	354	2500	2	867300	2022-11-10	Early payment discount - small percentage off (2%)
60596375	17576025	87775215	438	600	0	262800	2020-02-17	
58866394	20233906	33744231	377	300	0	113100	1960-09-29	
05345710	35958097	00872248	311	300	19	75570	2021-10-23	End-of-quarter promotion - significant discount (19%) for promotional/clearance
14333985	15113365	35264581	318	700	0	700	2025-05-17	
71547541	70524637	01980765	286	1200	0	343200	2018-01-07	
75172500	59050318	09583482	417	2600	0	1084200	2021-03-31	
61415818	23021226	18740864	324	100	0	32400	1950-09-21	
98295971	15942680	09528530	110	4900	4	517440	1954-07-16	End-of-quarter promotion - small percentage off (4%)
80272316	47673534	30885476	180	1800	1	1800	2018-04-03	Clearance sale - small percentage off (1%)
32029545	32582657	28538251	410	100	11	36490	2025-02-16	Loyal customer - significant discount (11%) for promotional/clearance
91014750	08184297	97861742	292	200	3	56650	2023-04-03	Promotional offer - small percentage off (3%)
18871843	72053441	09583482	296	2200	7	605620	2021-11-06	Loyal customer - negotiated discount (7%) due to order size
93677017	41672644	76460539	100	100	5	9500	2020-08-11	Loyal customer - small percentage off (5%)
42362245	28001683	11496211	123	2000	0	246000	2018-04-05	
97899211	92180085	38840994	272	100	9	24750	2020-04-20	Bulk order discount - negotiated discount (9%) due to order size
87876541	72764896	09196777	384	500	3	186240	2018-10-11	Early payment discount - small percentage off (3%)
97666550	17586119	87775215	348	600	9	190010	1954-10-31	Volume rebate - negotiated discount (9%) due to order size
12276504	75732744	72556484	116	3000	0	348000	2023-06-13	
10952932	96683668	50806024	127	700	5	84460	2022-05-06	Volume rebate - small percentage off (5%)
03738432	70793653	80048665	472	400	0	188800	2018-01-26	
78761739	80017138	77701200	477	2000	4	915840	1959-06-04	Early payment discount - small percentage off (4%)
24630382	48585792	09196777	333	500	8	153180	2021-09-22	Promotional offer - negotiated discount (8%) due to order size
43462681	07283662	09583482	120	2600	8	287040	2018-10-29	End-of-quarter promotion - negotiated discount (8%) due to order size
84159290	02839947	16240908	116	17400	3	1957850	2021-10-22	Bulk order discount - small percentage off (3%)
29820614	14777211	72394227	419	200	8	77100	2018-08-25	Special pricing for repeat client - negotiated discount (8%) due to order size
13345849	32250611	56851377	251	600	0	150600	2020-11-20	
55756535	46922794	27201796	121	200	1	23960	2019-01-11	Bulk order discount - small percentage off (1%)
86713314	90511741	89949389	188	2800	10	473760	2025-05-27	Loyal customer - negotiated discount (10%) due to order size
82616807	76715944	48586340	163	20200	7	3062120	2024-08-26	Seasonal discount - negotiated discount (7%) due to order size
50395224	95217836	54634663	361	700	0	252700	2025-01-26	
28812696	86787680	66238574	328	2500	0	820000	2023-01-05	
06729284	78980028	60855700	313	1500	1	464800	2018-10-25	Seasonal discount - small percentage off (1%)
39758339	97506302	83131979	121	2900	0	350900	2021-07-19	
95211477	41143473	89889098	326	100	5	30970	1980-08-25	Contractual rebate - small percentage off (5%)
87545290	81394913	91580708	199	200	0	39800	2024-12-23	
82813902	94036305	56623995	249	400	0	99600	2023-10-19	
93453565	52060931	80048665	145	400	15	49300	1974-12-01	Loyal customer - significant discount (15%) for promotional/clearance
66465810	57512582	13556182	373	100	2	36550	1964-10-09	Bulk order discount - small percentage off (2%)
59993433	31230905	72394227	80	100	0	8000	2020-09-30	
96229247	39834872	12575562	381	400	0	152400	2020-08-14	
35738715	44398217	03356886	480	300	6	135360	2021-09-05	Seasonal discount - negotiated discount (6%) due to order size
45453447	70055068	72909480	240	400	10	400	2019-04-24	Promotional offer - negotiated discount (10%) due to order size
62827966	94722845	46020613	445	1200	4	512640	2021-04-19	Contractual rebate - small percentage off (4%)
93310475	99343587	50992979	365	1300	0	474500	2023-05-07	
22150520	20040719	50992979	497	1000	7	462210	2024-01-04	Bulk order discount - negotiated discount (7%) due to order size
67133756	40032870	89788677	165	1000	0	165000	2023-09-09	
13520277	90931074	86028436	282	100	10	100	2020-02-07	Promotional offer - negotiated discount (10%) due to order size
63600523	63526268	48586340	113	21100	2	2336610	2021-12-29	Loyal customer - small percentage off (2%)
16757325	98229612	74093639	186	100	6	100	2020-03-19	Loyal customer - negotiated discount (6%) due to order size
90411842	88055348	14716857	450	7500	0	3375000	2023-05-22	
11345750	45753143	99486328	322	800	0	257600	2023-01-27	
73880375	54503810	15492573	303	100	9	27570	2021-08-09	Special pricing for repeat client - negotiated discount (9%) due to order size
48992820	44519087	10576383	133	400	4	51070	2018-09-05	Contractual rebate - small percentage off (4%)
07877106	17183738	13419256	374	400	0	149600	2025-07-20	
73951520	21452674	56661351	483	1200	3	562210	2025-07-27	Contractual rebate - small percentage off (3%)
90133901	25510665	83370583	459	500	0	229500	2019-02-26	
93875810	32120654	77337818	473	200	0	94600	2025-04-26	
51984184	11596582	75283645	239	300	20	57360	2023-12-26	Early payment discount - significant discount (20%) for promotional/clearance
88297484	63421366	23978249	188	2600	9	444810	2024-09-08	Loyal customer - negotiated discount (9%) due to order size
38379327	90252129	85950253	202	300	0	60600	2018-05-24	
95568797	74638860	77701200	419	2000	9	2000	2020-02-15	Volume rebate - negotiated discount (9%) due to order size
70558834	54930162	97969689	94	300	0	28200	2023-04-13	
19973230	63166902	92274302	210	500	10	94500	2022-02-15	Early payment discount - negotiated discount (10%) due to order size
85132792	78235921	28119557	39	2500	0	97500	2021-09-17	
12086447	86787680	83016315	451	400	9	164160	2024-09-04	End-of-quarter promotion - negotiated discount (9%) due to order size
52781707	68046683	82097999	430	100	6	40420	2019-02-19	Seasonal discount - negotiated discount (6%) due to order size
12717193	73175920	67898694	380	200	0	76000	2019-10-20	
75349040	76143552	76460539	93	100	6	8740	2025-03-02	Seasonal discount - negotiated discount (6%) due to order size
96413256	37134440	27326368	241	2300	0	554300	2020-11-13	
02426611	06008038	55177213	146	100	0	14600	2018-01-23	
23260937	76758009	68387461	340	500	0	170000	2021-04-21	
80645604	35911278	71691040	460	100	0	46000	2021-02-14	
37905297	28130798	36553958	111	900	6	93910	2021-03-22	Loyal customer - negotiated discount (6%) due to order size
85369253	66887919	30885476	98	1800	0	176400	2020-01-12	
64564194	74768085	09510312	424	200	8	78020	2021-06-05	Bulk order discount - negotiated discount (8%) due to order size
94763243	28792886	04308421	80	400	0	400	2024-10-24	
25278234	80569878	56306997	489	100	5	46460	1958-02-10	Volume rebate - small percentage off (5%)
11843355	29605377	64606833	403	5600	8	2076260	2023-09-04	Bulk order discount - negotiated discount (8%) due to order size
15014919	13125432	47553014	351	100	2	34400	2020-11-17	Loyal customer - small percentage off (2%)
54065378	31914960	40603163	437	800	8	321630	2020-10-21	End-of-quarter promotion - negotiated discount (8%) due to order size
02320977	91517705	50992979	161	1200	7	179680	2021-05-30	Volume rebate - negotiated discount (7%) due to order size
08814154	77868243	49684848	185	3200	14	509120	2022-07-14	Special pricing for repeat client - significant discount (14%) for promotional/clearance
14301405	09649205	47553014	490	100	9	44590	2018-03-23	Early payment discount - negotiated discount (9%) due to order size
19346751	72712503	21682744	334	400	0	133600	2022-01-02	
16264745	31025923	28754377	425	400	0	170000	1977-07-10	
35632420	49779213	32857966	54	700	0	37800	2020-05-15	
71456395	22560927	48537831	162	400	8	59620	2020-03-09	Promotional offer - negotiated discount (8%) due to order size
29259145	57328375	15015458	274	400	3	106310	2020-09-27	Contractual rebate - small percentage off (3%)
61475049	40968696	12517517	278	2400	0	667200	2020-07-15	
80882301	13125432	72374753	313	3400	2	1042920	2021-02-01	Special pricing for repeat client - small percentage off (2%)
66077679	28537779	67827638	128	900	4	110590	2020-02-16	Contractual rebate - small percentage off (4%)
97162030	47646414	03356886	128	400	0	51200	2021-01-12	
00783188	68015964	67834855	24	2800	4	64510	2022-10-29	Special pricing for repeat client - small percentage off (4%)
46432457	79123028	71072495	363	600	10	196020	2022-05-30	Bulk order discount - negotiated discount (10%) due to order size
92520686	92993911	17566185	227	100	2	22250	1974-05-05	Clearance sale - small percentage off (2%)
40150632	43892728	18024248	356	1800	0	640800	2020-07-08	
98443733	75096347	07869910	171	8000	10	1231200	2024-01-26	Contractual rebate - negotiated discount (10%) due to order size
80403880	87184668	30742311	137	400	1	54250	2019-05-17	End-of-quarter promotion - small percentage off (1%)
98091541	17576025	92363534	383	100	9	34850	2020-11-27	Contractual rebate - negotiated discount (9%) due to order size
38741504	91448366	05831819	72	100	6	6770	2023-01-05	Volume rebate - negotiated discount (6%) due to order size
26411669	34090488	32868828	407	2600	0	1058200	2023-10-03	
64720475	55878719	56851760	279	400	0	111600	2023-11-02	
66656865	31230905	65181648	215	2200	5	449350	2024-02-25	Seasonal discount - small percentage off (5%)
67586841	32250611	53843426	440	5900	0	2596000	2023-07-05	
54553837	67779175	72383095	76	200	10	13680	2022-07-16	Promotional offer - negotiated discount (10%) due to order size
42521536	17299364	26697396	466	100	9	100	2020-02-16	Volume rebate - negotiated discount (9%) due to order size
10962052	60712566	39349722	105	3700	10	349650	2024-05-17	Special pricing for repeat client - negotiated discount (10%) due to order size
76757563	59122544	99486328	372	800	4	285700	2025-06-12	Volume rebate - small percentage off (4%)
13202019	45843534	53843426	113	5400	0	610200	2021-07-11	
95766116	51807786	77736262	251	1400	0	351400	1968-04-28	
64441265	75096347	15014631	416	600	19	202180	2022-11-20	Volume rebate - significant discount (19%) for promotional/clearance
00888279	56132849	09583482	486	2500	4	1166400	2025-01-27	Early payment discount - small percentage off (4%)
08348024	17183738	81734598	492	3500	2	1687560	2022-11-03	Promotional offer - small percentage off (2%)
17088004	47615763	87705310	190	25000	0	4750000	2021-01-03	
80381997	63166902	11003626	148	400	10	53280	2023-01-11	Promotional offer - negotiated discount (10%) due to order size
44048544	58542299	16879290	201	100	15	17080	2019-12-25	Promotional offer - significant discount (15%) for promotional/clearance
88634888	34204028	65569635	341	4000	14	1173040	2020-05-05	Volume rebate - significant discount (14%) for promotional/clearance
22142923	31189426	78461803	495	300	0	148500	2019-03-07	
87381319	72296425	77701200	93	2000	7	172980	2020-06-27	Seasonal discount - negotiated discount (7%) due to order size
10331204	87125905	16879290	345	100	2	33810	2019-12-11	Early payment discount - small percentage off (2%)
19873835	67713794	91306093	303	3100	0	939300	2018-02-10	
36611203	45753143	71016525	443	2800	0	1240400	2020-04-03	
32847210	07324017	09832887	53	100	18	4350	2020-05-08	Contractual rebate - significant discount (18%) for promotional/clearance
77733569	07145630	99645480	356	100	0	35600	2018-08-05	
02260952	47904931	73793389	164	100	0	16400	2018-12-17	
60262733	32582657	14366125	319	200	0	63800	2023-03-29	
69904146	37724506	32868828	382	1700	3	629920	2024-09-25	Early payment discount - small percentage off (3%)
72268879	54930162	26998038	197	500	0	98500	2018-10-14	
00154400	31025923	23978249	230	2500	1	569250	2024-09-27	Seasonal discount - small percentage off (1%)
28442896	72053441	75329037	455	100	7	42320	2024-10-14	Promotional offer - negotiated discount (7%) due to order size
59459548	70967023	85132217	152	700	5	101080	2019-06-20	Clearance sale - small percentage off (5%)
20256373	80301835	28609087	274	200	0	54800	2020-06-08	
14033656	98259661	56306997	321	100	0	32100	1963-07-10	
42071230	10263726	09528530	113	4700	0	531100	2018-07-12	
38061616	37322787	61070189	423	2500	0	1057500	2021-04-23	
81524983	37278909	83926371	479	1000	0	479000	2021-05-07	
74441939	05758218	19175900	401	100	10	36090	2019-08-02	Loyal customer - negotiated discount (10%) due to order size
84025668	46049141	74045292	158	2100	4	318530	2020-02-08	Clearance sale - small percentage off (4%)
09166465	47673534	98665599	446	200	0	89200	2021-05-23	
47608381	19376541	99529223	408	1000	4	391680	2021-01-21	Special pricing for repeat client - small percentage off (4%)
54816924	05235156	78979095	490	500	2	500	2019-12-07	Special pricing for repeat client - small percentage off (2%)
92523755	68196067	99529223	58	800	2	45470	2018-03-12	End-of-quarter promotion - small percentage off (2%)
36019066	40968696	46164955	134	16700	2	2193040	2020-08-31	Volume rebate - small percentage off (2%)
37293952	49858359	69467853	409	100	0	40900	1950-03-11	
00471747	49131016	38285503	139	2300	3	310110	2019-11-05	End-of-quarter promotion - small percentage off (3%)
39582222	38539694	09510312	220	200	17	36520	2022-04-23	Early payment discount - significant discount (17%) for promotional/clearance
86885914	01300535	73140807	379	200	0	75800	2024-09-13	
98117386	93485121	13718431	321	800	8	236260	1978-10-01	Early payment discount - negotiated discount (8%) due to order size
48180734	83852408	35264581	323	700	6	212530	2019-06-16	Loyal customer - negotiated discount (6%) due to order size
70837256	81344051	04265799	172	2500	0	430000	2022-10-27	
07236530	76203429	52401521	422	10000	0	4220000	2021-01-19	
24958832	80989553	74346088	431	600	7	240500	2018-08-01	Clearance sale - negotiated discount (7%) due to order size
91750512	80017138	51220073	209	21600	0	4514400	2023-04-04	
12939292	53445016	40056581	322	1400	0	450800	2022-12-19	
62681741	61302234	85758349	111	2600	0	288600	2025-07-14	
23023963	10263726	90152297	166	200	0	33200	2020-06-26	
25578565	10794545	58353204	69	1000	2	67620	2024-06-26	Loyal customer - small percentage off (2%)
93302669	31038236	63440831	117	300	7	32640	1957-07-01	End-of-quarter promotion - negotiated discount (7%) due to order size
95348257	78160387	87775215	114	600	9	62240	2021-11-20	Volume rebate - negotiated discount (9%) due to order size
10358015	02293392	50929647	216	300	12	57020	2020-03-28	Bulk order discount - significant discount (12%) for promotional/clearance
45098218	74907081	61367643	412	100	0	41200	2021-07-11	
75947665	75764965	38840994	451	100	0	45100	2022-09-04	
31956721	95270920	36913810	76	100	3	7370	2022-12-08	Contractual rebate - small percentage off (3%)
84260415	87757208	81734598	478	3500	0	1673000	2022-02-09	
64567396	74768085	21429110	147	2700	0	396900	2024-12-29	
27754754	97568239	97739173	301	500	9	136960	2023-08-18	Early payment discount - negotiated discount (9%) due to order size
33925082	97506302	65181648	400	2200	10	792000	2022-05-26	Loyal customer - negotiated discount (10%) due to order size
90048943	31481830	09121552	365	2600	20	2600	2018-03-16	Seasonal discount - significant discount (20%) for promotional/clearance
07400668	34204028	18728463	410	2800	0	1148000	2021-02-05	
50689142	31189426	56851760	70	400	0	28000	2024-03-18	
99087395	68834951	28270233	447	2900	11	1153710	2020-09-01	Clearance sale - significant discount (11%) for promotional/clearance
11244193	42593513	03999315	287	600	1	170480	2020-05-19	Special pricing for repeat client - small percentage off (1%)
98173930	38395578	48338737	345	900	0	310500	2018-07-09	
08126092	37148974	76149359	197	5300	1	1033660	2022-11-26	Promotional offer - small percentage off (1%)
30087782	17183738	79978790	479	6300	16	2534870	2018-01-18	Promotional offer - significant discount (16%) for promotional/clearance
09505562	23413866	39349722	438	3900	0	1708200	2023-07-18	
10950793	91448366	77701200	69	2000	0	138000	2024-01-03	
52581651	09766863	31944441	114	2200	0	250800	2023-11-03	
27219410	09766863	07869910	284	8000	0	2272000	2023-06-08	
35146619	81706032	43245901	186	600	0	111600	2018-10-12	
53151053	72852573	00435578	98	1300	0	127400	2023-02-05	
44966056	29394895	39349722	271	3900	3	1025190	2025-05-30	Clearance sale - small percentage off (3%)
30168727	74683602	26697396	61	100	1	6040	2019-09-29	Bulk order discount - small percentage off (1%)
45646086	40032870	16090908	147	100	7	13670	2025-01-17	Volume rebate - negotiated discount (7%) due to order size
94486708	53918909	06818112	355	1900	6	634030	2019-05-24	Seasonal discount - negotiated discount (6%) due to order size
16420576	37296105	85225343	194	100	0	19400	2018-08-19	
81092438	23021226	03999315	437	500	7	203200	2022-04-15	Seasonal discount - negotiated discount (7%) due to order size
76609018	70973120	83926371	412	500	12	181280	2023-09-04	Special pricing for repeat client - significant discount (12%) for promotional/clearance
40120592	47101408	87971488	392	500	12	172480	2018-02-13	Early payment discount - significant discount (12%) for promotional/clearance
09162834	97506302	84214382	127	100	0	12700	2018-04-29	
45857444	49858359	32868828	75	3100	2	3100	2022-09-12	Loyal customer - small percentage off (2%)
55215092	80017138	97969689	454	300	6	128030	2024-03-28	Volume rebate - negotiated discount (6%) due to order size
33825271	76758009	96125636	489	200	10	88020	2021-01-02	Volume rebate - negotiated discount (10%) due to order size
50025119	37422691	86282117	474	3400	0	1611600	2023-03-17	
39415720	56774435	15015458	355	400	0	142000	2023-06-19	
61172421	53590889	54634663	70	900	0	63000	2019-03-18	
50676463	06317710	71971316	248	1200	2	291650	1956-02-12	Early payment discount - small percentage off (2%)
